,equations,Solution
836,x=5-(0.12*2+2.15),2.61
837,x=60/(1-20%),75
838,x=(250/50)/(400/50),((5)/(8))
839,x=[25*4+(25+15)*6]/(4+6),34
840,x=4/((2/5)*(2/5)*(2/5)),62.5
841,x=576/3/4,48
842,x=252/(85%-40%),560
843,x=5*4*20,400
844,x=100-((100-25)/(90))*100,16((2)/(3))
845,x=40*75%/25%,120
846,x=48*(5/6)+48*(3/4)-48,28
847,x=38*25-280,670
848,x=(47+53)*7,700
849,x=(15+50)*880,57200
850,x=315/(12-9),105
851,x=200/(120-70),4
852,x=120/(1-(1/3)),180
853,x=12/(1.5/3),24
854,x=3/[80%-(1-(1/3))],22.5
855,x=400*(3/8)*(4/5),120
856,x=40*(2/5),16
857,x=56/(3+1)*3,42
858,x=164*75%,123
859,x=1.2+0.05-0.15,1.1
860,x=480*15/12-480,120
861,x=8*7-9,47
862,x=75/((7/24)*4-1),450
863,x=50*48/60,40
864,x=24/(3/8),64
865,x=(48-24)/8,3
866,x=3*5*7+1,106
867,x=8/(60-59)*(60+59),952
868,x=200-(165.25+25.85),8.9
869,x=160*15/(15+3),133((1)/(3))
870,x=3*(1/5)/(3/5),1
871,x=(5/9)/(1/9),5
872,x=36*((2)/(7+2))/(1-80%)-36,4
873,x=48*5,240
874,x=400/4,100
875,x=45*8/36,10
876,x=400*2.80%*4*(1-20%),35.84
877,x=40*(5/8)/(5/6),30
878,x=1250/5/25,10
879,x=30*(1+(1/6))+30,65
880,x=980-35*12,560
881,x=60/((4/5)+(3/4)-1),((1200)/(11))
882,x=13*(70%-40%),3.9
883,x=(5+1)*(5+1-1)/2,15
884,x=(4*3+4*2+3*2)*2,52
885,x=336/8,42
886,x=(700+300)/50%,2000
887,x=6/2.5,2.4
888,x=600/4-80,70
889,x=(2+7)*(7-2+1)/2,27
890,x=(75-25)*80,4000
891,x=1800*((2/5)+(9/20)),1530
892,x=360/(45+55),3.6
893,x=2013.05*601+1550*201.305+201305*2.44,2013050
894,x=72*(7/8)*(5/7),45
895,x=1692/(1+8),188
896,x=(85*2+90*3+94)/6,89
897,x=50*(1-2%),49
898,x=60/(4/5)*(1-(2/15)),65
899,x=6.6*3.2/0.6,35.2
900,x=74*3+12,234
901,x=(16+2)/((3)/(3+5))-16,32
902,x=(92-16)/4,19
903,x=(250-40)/(((3)/(1+3))-(1/8)),336
904,x=140/(1/56),7840
905,x=20000*5.40%*3*(1-5%),3078
906,x=72/8,9
907,x=90*(1-20%),72
908,x=95*3-99-90,96
909,x=(120-24)*75%/(2/3)-24,84
910,x=1.46*3-1.46,2.92
911,x=78/(2/3),117
912,x=20/(4-1.5)*1.5,12
913,x=321*32+170,10442
914,x=156/12%,1300
915,x=20-20*10%,18
916,x=400/(95+105),2
917,x=440/(45+35)*50,275
918,x=(500-488)/500,2.4%
919,x=(78+69+55+64)/4,66.5
920,x=240*(40%+25%),156
921,x=126-24-24,78
922,x=46*3+15,153
923,x=200.9*191.2-2010*19.11,0.98
924,x=30*70/(30+5),60
925,x=(3/20)-0.15,0
926,x=455/(40%+25%),700
927,x=13/(13+17),((13)/(30))
928,x=(25+15)*3,120
929,x=(48/4-1)*1,11
930,x=8000*(1-(1/8)),7000
931,x=400*(3/40),30
932,x=120*(3/5)+2,74
933,x=20/(20+80),((1)/(5))
934,x=(26+22)/(1-(3/11)),66
935,x=(50+25)*48,3600
936,x=260*(1-0.9),26
937,x=500/(500+1500),25%
938,x=30/(30%*120%-30%),500
939,x=(26-1)*4,100
940,x=1-0.12+(1/2)+0.34+(1/3)-0.56+(1/5)-0.78,((137)/(150))
941,x=60/((1/3)+(1/2))*(1/3),24
942,x=1200/(25-5)/1200,((1)/(20))
943,x=180*((2/3)+(1/2))-180,30
944,x=1-(4/7),((3)/(7))
945,x=133.2/7.2*4.8,88.8
946,x=(26.8*12.5+7.5)/12.5,27.4
947,x=8*(1/2),4
948,x=(1-(4/5))/1,20%
949,x=3200*(1-(3/8)-(2/5)),720
950,x=(7/8)*(4/5)*(1/2),((7)/(20))
951,x=(30-25)/25,20%
952,x=64*1.5/(80-64),6
953,x=(55*4+130)/(4+3),50
954,x=40/(10/9)*(5/6),30
955,x=280/70-210/70,1
956,x=3000/(1+15%-85%),10000
957,x=25.3*2.5+25.3,88.55
958,x=3000-(3000-2000)*5%,2950
959,x=324*8+5,2597
960,x=560*(3/8)*(1/7),30
961,x=46*14-358,286
962,x=75/(1-37.5%),120
963,x=(59-3)/8,7
964,x=(120+24)/(2/3)+120,336
965,x=270/9/3,10
966,x=125*78+253,10003
967,x=32/(1-20%),40
968,x=90*20-500,1300
969,x=(600-15*20)/12,25
970,x=380/4,95
971,x=(330+120)/15,30
972,x=60*(1/3)*(1/5),4
973,x=6/(3-1)*(9-1),24
974,x=(35+7)/7,6
975,x=126/63,2
976,x=400*85%,340
977,x=(1000+600)/800,2
978,x=30*200*15,90000
979,x=35*24*48,40320
980,x=11*24/(24-16),33
981,x=325/13%,2500
982,x=900-181,719
983,x=(17-12.5)/(7-4),1.5
984,x=70*4/5,56
985,x=60*8/(60-12),10
986,x=250*(2/5),100
987,x=(300-60)/3,80
988,x=(102-32*0.25)/47,2
989,x=660/(32+34),10
990,x=(25+20)-(40-10),15
991,x=9*9,81
992,x=60/5/6,2
993,x=540/3,180
994,x=25*8+30*8,440
995,x=15/(3/4),20
996,x=25.7-1.76/0.8,23.5
997,x=12*32,384
998,x=(20-1.16)/6/3.14,1
999,x=90*(7/15)-4/(8/17),33.5
1000,x=108*5+289,829
1001,x=6/3,2
1002,x=(3/4)*18-(3.5+0.48),9.52
1003,x=272/(20+14),8
1004,x=(8-1)*8/2,28
1005,x=29.58/6.8,4.35
1006,x=12*3*3,108
1007,x=25*12/15,20
1008,x=1.8*360/1.6,405
1009,x=(30-20)/20,50%
1010,x=136*3,408
1011,x=140*((1)/(1+6)),20
1012,x=(460-50*2)/6,60
1013,x=1-(2/5)-(1/4),((7)/(20))
1014,x=240/(1+(1/7)),210
1015,x=(50*20+50*2+20*2)*2-50*20,1280
1016,x=5+1,6
1017,x=267+233-398,102
1018,x=45/9+3,8
1019,x=369/0.9-369,41
1020,x=3006+300.6+30.06+3.006,3339.666
1021,x=9000/(1+10%-0.95),60000
1022,x=120/0.8,150
1023,x=500+500,1000
1024,x=65*3-(81+56),58
1025,x=130*(1-0.8),26
1026,x=(1-(1/4))/1,((3)/(4))
1027,x=(4200-3500)*3%,21
1028,x=140/(1-25%-(2/5)),400
1029,x=(31+5.4)/(1-(3/10)),52
1030,x=(1050-300)/(300/6),15
1031,x=150/30%,500
1032,x=(98-89)/(87.31-87.13),50
1033,x=80/(5/6)+80,176
1034,x=(1+2006)*2006/2,2013021
1035,x=180*(2/9)*(4/5),32
1036,x=(50-3.6*8-6.8)/12,1.2
1037,x=(5400-4800)/4800,12.5%
1038,x=44*[30*5/(5+1)],1100
1039,x=3.14*2,6.28
1040,x=12*68/16,51
1041,x=(120+30)*32,4800
1042,x=12.5-(13.5-12.5)/(6-2)*2,12
1043,x=96/12,8
1044,x=5/(1/2),10
1045,x=120/((3/5)-40%),600
1046,x=1-(2/3),((1)/(3))
1047,x=30/20%,150
1048,x=(20-10)/(5-3)*5+10,35
1049,x=40*3/2,60
1050,x=40*15/(40+10),12
1051,x=(11/18)+(5/18),((8)/(9))
1052,x=(160/8*9+160)/(1-15%),400
1053,x=25/(1-(1/6))-25,5
1054,x=1507.2/(3.14*0.6*200),4
1055,x=12/(4-1)*(8-1),28
1056,x=0.5/0.025,20
1057,x=1800*(1-10%),1620
1058,x=60/(3/4)*(3/5),48
1059,x=3.2*45/3.6,40
1060,x=30*25/15,50
1061,x=(36-4)/4,8
1062,x=28*(4+1),140
1063,x=(54+54/(3/4))*3.5,441
1064,x=0.8/(1.8-0.8),80%
1065,x=42-42*5/(5+2),12
1066,x=12/(1/4)*(5/6),40
1067,x=45*4*3,540
1068,x=20/(5-1)*(10-1),45
1069,x=1200*(5/6),1000
1070,x=1-0.9,10%
1071,x=(138+144)/6,47
1072,x=5*4.8/4,6
1073,x=(1/3)-(1/4)*(1/2),((5)/(24))
1074,x=30/(80%+60%-1),75
1075,x=30*40%/(3/5),20
1076,x=14/(1-(2/5)-(1/4)),40
1077,x=72*(2/3)/(4/9),108
1078,x=660/(1-30%-(2/5)),2200
1079,x=840/(26+16),20
1080,x=(38-32)/38,((3)/(19))
1081,x=(38+18)/8,7
1082,x=0.75*12/(0.75-0.15),15
1083,x=2048/(384/3),16
1084,x=360/(1-(1/3)-40%),1350
1085,x=(0.18+0.62)*8.5,6.8
1086,x=1303/(32.5/5.2),208.48
1087,x=28000*(1/7),4000
1088,x=45*(1-60%),18
1089,x=435*7+5,3050
1090,x=(2500-2460)/2500,1.6%
1091,x=80*3,240
1092,x=(4.6-1.2*1.5)/3.5,0.8
1093,x=14*24*25/(28*30),10
1094,x=60/(6-1)*(12-6),72
1095,x=(3/5)/[(1/4)-(1-80%)],12
1096,x=14*1+6,20
1097,x=70/10,7
1098,x=288*(1/4)/(3/5),120
1099,x=(4/9)*45%-(1/7),((2)/(35))
1100,x=12-30/10,9
1101,x=189/9,21
1102,x=120*(1+20%)+120,264
1103,x=85/(1-(2/19))-85,10
1104,x=640/4*(4+3),1120
1105,x=53*35-1327,528
1106,x=36*2-4,68
1107,x=1200/(1-20%)*20%,300
1108,x=700/(2800+700),20%
1109,x=(200+300)/(5/26),2600
1110,x=480/(8-2),80
1111,x=165*(1+(2/11)),195
1112,x=15/(1-(3/7)-(3/7)),105
1113,x=16*18/24,12
1114,x=528/4/6,22
1115,x=(120-12)/(4/5),135
1116,x=42*5,210
1117,x=(9/10)*(1-(1/2)),((9)/(20))
1118,x=1560/5,312
1119,x=75*(1/3)-(1/2)*15,17.5
1120,x=(42+40)*(1/2),41
1121,x=3.2*8,25.6
1122,x=64/(((7)/(7+2))-(3/10)*2),360
1123,x=900/(61-1),15
1124,x=2450*(3/7)/(2/3),1575
1125,x=18/(1-(3/5))+18,63
1126,x=400/(7-3)*3,300
1127,x=(1200+120)/2,660
1128,x=0.4*0.4*0.4/0.08,0.8
1129,x=305-89+108,324
1130,x=270/(1+(2/7)),210
1131,x=56*24*2,2688
1132,x=32*2*3,192
1133,x=800*14%,112
1134,x=15*36,540
1135,x=42/(1-25%-(2/5)),120
1136,x=(15+25)*17,680
1137,x=1*(4/5)/(1/5),4
1138,x=50/((2/3)-((4)/(4+5))),225
1139,x=15/(105+15),12.5%
1140,x=180/(72/2),5
1141,x=(20/3)/4,((5)/(3))
1142,x=(1+20%)*(1-30%),84%
1143,x=1500/(5*6),50
1144,x=60*30%/(1/3),54
1145,x=24/3,8
1146,x=6*20/(6+2),15
1147,x=(5/8)+(7/12)-1,((5)/(24))
1148,x=354+629,983
1149,x=5*(6-1),25
1150,x=542+458,1000
1151,x=4700/2%*1.5%,3525
1152,x=168/(4/9)-168,210
1153,x=15*(2/5),6
1154,x=(80+52)/0.6,220
1155,x=4.5*(1-(3/20)),3.825
1156,x=(3.6+5.15)/(3+4),1.25
1157,x=359-196,163
1158,x=300/(300/24+2.5),20
1159,x=810/3/45,6
1160,x=5000+5000*2.25%*2*(1-20%),5180
1161,x=30*20*(10-8),1200
1162,x=(5+4+1-1)*2,18
1163,x=4/(2/5)-4,6
1164,x=45*3+10,145
1165,x=96/0.8,120
1166,x=(21.6+78.4)*15,1500
1167,x=35*(4/5)/(7/8),32
1168,x=4/(2/5)*(3/10),3
1169,x=(18+42)*6.25,375
1170,x=40+26,66
1171,x=16/(1/6),96
1172,x=(4/7)+(1/7)+(4/7),((9)/(7))
1173,x=(76.5+93.5)*2.8,476
1174,x=55*2.4/2,66
1175,x=40/(1+25%),32
1176,x=12*3,36
1177,x=60*5/75,4
1178,x=118-(118+140)/(2+1),32
1179,x=12/(((1)/(1+2))-(3/10)),360
1180,x=10/(1-(1/3)-(1/2)),60
1181,x=21.5-(40.5-21.5),2.5
1182,x=40*(3/4)/(6/7),35
1183,x=20/(1-20%),25
1184,x=180*40/(40-15),288
1185,x=240/((5/8)-(1/4)),640
1186,x=0.34*(15-1),4.76
1187,x=240+240/6*2,320
1188,x=2.7*0.08,0.216
1189,x=(1-(2/5))/(2/5),((3)/(2))
1190,x=9*7,63
1191,x=216/(8*0.9-6),180
1192,x=900/(1-(1/3)),1350
1193,x=240/6-240*(2/5)/4,16
1194,x=(10-3.72)/4/3.14,0.5
1195,x=3.14*0.5,1.57
1196,x=(7/2)*4/(1/3),42
1197,x=40/20%*35%,70
1198,x=24.6*2,49.2
1199,x=3.14*40,125.6
1200,x=60*(3/4)+6+60,111
1201,x=1800/9/20,10
1202,x=(24+16)*25,1000
1203,x=(34+2)/3,12
1204,x=(1/4)+(1/2),((3)/(4))
1205,x=840/12*18,1260
1206,x=30/(1/5)*(3/10),45
1207,x=50*4*6/2,600
1208,x=0.45*25,11.25
1209,x=14*14,196
1210,x=85/(18-1),5
1211,x=24/(8-6),12
1212,x=340/(1-15%),400
1213,x=14.6-7.8,6.8
1214,x=(9-1)/2+1,5
1215,x=1/((4/5)/4)-4,1
1216,x=(2000-1600)*5%,20
1217,x=60/3-1,19
1218,x=15*(5-1),60
1219,x=816/4,204
1220,x=27/9*8,24
1221,x=(100-7)/3,31
1222,x=10/[55%-(1-55%)],100
1223,x=(24-1.5)/(1.5/3),45
1224,x=68*(2+1),204
1225,x=520*(1-40%-(1/4)),182
1226,x=404/2,202
1227,x=16*(7-1),96
1228,x=(324-18*8)/15,12
1229,x=12*4*25,1200
1230,x=(240-65)/2.5,70
1231,x=1500/(30-5),60
1232,x=50*(1+80%),90
1233,x=(200+500)/5,140
1234,x=240/(3/4),320
1235,x=105/(1-40%+(1/10)),150
1236,x=1392/(1-13%),1600
1237,x=546+119,665
1238,x=1-(3/8)+(2/8),((7)/(8))
1239,x=16*(5/4)/(10/11),22
1240,x=490/(((5)/(1+5))-((1)/(1+3))),840
1241,x=2418-15*130,468
1242,x=(6000-5000)/5000,20%
1243,x=[(2+1)/(4-3.5)]*3.5+2,23
1244,x=(100*25)/(25-5),125
1245,x=180*(1-(2/3)),60
1246,x=72/4+8,26
1247,x=20-(20*3-45)/(3+2),17
1248,x=(2/5)/0.6,((2)/(3))
1249,x=(120*0.3)/(4.8-0.3),8
1250,x=9*3.5/(14-9),6.3
1251,x=5*37,185
1252,x=(8+8-2)*2,28
1253,x=576/3/4,48
1254,x=50*12*2.5,1500
1255,x=548-286,262
1256,x=410-152+174,432
1257,x=(270-20)/5+30,80
1258,x=45/(5/9),81
1259,x=90*(1-(1/3))/(1-(1/4)),80
1260,x=207+285,492
1261,x=2350*(3/50),141
1262,x=(1/2)/(1/5)*25%,((5)/(8))
1263,x=35*6+24*5,330
1264,x=12*(18-3)/3*18,1080
1265,x=36*25/45,20
1266,x=5*9+64,109
1267,x=20*15*4,1200
1268,x=1/1.7,((10)/(17))
1269,x=1800*(2/9)*(4/5),320
1270,x=26/(1-(4/5)),130
1271,x=19.4+4.5+19.4,43.3
1272,x=(490-10)/8,60
1273,x=1-(2/5)-(1/3),((4)/(15))
1274,x=120*(1/6)+48,68
1275,x=2006*(2004/2005),2004((2004)/(2005))
1276,x=100*(1-10%-11%),79
1277,x=16/2,8
1278,x=1+20%,120%
1279,x=768/(4*8),24
1280,x=200/2/4,25
1281,x=(1/4)/(1+(1/4)),((1)/(5))
1282,x=(120*4)/(4-1),160
1283,x=(100*10%+20)/(100+20),25%
1284,x=(12+28)/(1-40%-40%),200
1285,x=3*8+20,44
1286,x=1260/(105/5),60
1287,x=1500-3*240,780
1288,x=15/(3/4)-15,5
1289,x=60%/(1+60%),37.5%
1290,x=130*8,1040
1291,x=2000-2000*85%,300
1292,x=(35-7)/(1-(1/4)-(2/5)),80
1293,x=60*12/9,80
1294,x=(55-5)/(3-1)+55,80
1295,x=605*8,4840
1296,x=56*4.6/(4.6-0.6),64.4
1297,x=390/(((2)/(2+3))-((5)/(10+5))),5850
1298,x=24-24/4,18
1299,x=3910/(18-13),782
1300,x=12/[1-(1/4)-(1-(1/4))*(3/5)],40
1301,x=4000*(1/8),500
1302,x=(25*4-58)/(4+2),7
1303,x=40*6/(6-1),48
1304,x=6/24,25%
1305,x=(2/3)/6,((1)/(9))
1306,x=(1000-400)/24,25
1307,x=120+120*(1+(1/10)),252
1308,x=245-175-25,45
1309,x=10*10*10*7.8,7800
1310,x=2.2*300/(2.2-0.2),330
1311,x=950/(1-(1/20)),1000
1312,x=[40-3*(10-1)]/(1.2-1)+3,68
1313,x=405/4.5-50,40
1314,x=240/3*4,320
1315,x=5800+12000,17800
1316,x=1200/(1-40%-(1/5)),3000
1317,x=8/(4/5)/(1/3),30
1318,x=(16-1.8)/2,7.1
1319,x=4*4*3,48
1320,x=60*(1+30%),78
1321,x=39*5+55,250
1322,x=433/5,86.6
1323,x=(6+4+3)*4,52
1324,x=(60/2+9-6)/3,11
1325,x=20*15*(17-10),2100
1326,x=(27+32)-42,17
1327,x=(820-120)/(120-70)+1,15
1328,x=8*6+25,73
1329,x=35-8,27
1330,x=618/(1+3%),600
1331,x=2/(2+8),((1)/(5))
1332,x=48/4,12
1333,x=5-2,3
1334,x=32*15/[32*(1-25%)],20
1335,x=1/(1+10),((1)/(11))
1336,x=35*78%,27.3
1337,x=60*3/15,12
1338,x=(375/5)*12,900
1339,x=104*3+104,416
1340,x=1/(1/15)+1,16
1341,x=160/0.8,200
1342,x=1/(2/7),((7)/(2))
1343,x=540/(45/3),36
1344,x=(12+7)*3,57
1345,x=65*(136+74),13650
1346,x=6/(1/5)*(1/15),2
1347,x=12000*(2/5)+12000*(9/20),10200
1348,x=16*3%,0.48
1349,x=(134+75)*28,5852
1350,x=0.4/(5-1)*(10-1),0.9
1351,x=5/(1/5),25
1352,x=616/5.6-65,45
1353,x=12*(3/4)+12-5,16
1354,x=(457-57)/5-38,42
1355,x=1-(4/9),((5)/(9))
1356,x=4.5*0.6/3,0.9
1357,x=60/(1+25%),48
1358,x=576*25/18,800
1359,x=(6-1)*4,20
1360,x=123*6+3,741
1361,x=8000*2.75%*1,220
1362,x=384/(12*8),4
1363,x=200*(1+10%)*(1-5%),209
1364,x=56*(1-(4/7))/(1-(3/5))-56,4
1365,x=40*(3/2)/(((1)/(3+1))-20%),1200
1366,x=2880/(161-129),90
1367,x=1200+1200*0.72%*6,1251.84
1368,x=125*6*4+35,3035
1369,x=5800-280-120,5400
1370,x=240/(240/8+10),6
1371,x=1+15+10,26
1372,x=50000*5.0%*3*(1-20%),6000
1373,x=(14-10)*3,12
1374,x=3800-(160+13*22),3354
1375,x=1000/(10/3),300
1376,x=(3.6+0.34)/2,1.97
1377,x=(10.2-2.5)/(2*20%),19.25
1378,x=350-100,250
1379,x=(1/4)+(1/5),((9)/(20))
1380,x=104*6+5,629
1381,x=120/60%,200
1382,x=60*4/50,4.8
1383,x=72*(1-25%),54
1384,x=9*6+4,58
1385,x=2500*(1/2)*(2/5),500
1386,x=(150+93)/3,81
1387,x=42/6,7
1388,x=585/4.5-79.5,50.5
1389,x=29*29,841
1390,x=36*20/(20-2),40
1391,x=1.44*(1-(2/3)),0.48
1392,x=65*3+207*5,1230
1393,x=290+50+290,630
1394,x=4400/(11/20),8000
1395,x=1/[(1-((12+15)/(30)))/(24-15)],90
1396,x=20/(60%-((2)/(2+3))),100
1397,x=40*3/2,60
1398,x=(21/3-1)*6,36
1399,x=48/6*2,16
1400,x=(588-210-45*4)/4,49.5
1401,x=12.3/2.5-12.3/3,0.82
1402,x=164.5/3.5,47
1403,x=(35+40)*4,300
1404,x=42*(1/3)+6,20
1405,x=(350-130)/4,55
1406,x=900/6*30,4500
1407,x=520*((1)/(1+25)),20
1408,x=(345-45*3)/(45+15+45),2
1409,x=(4320-24)/3,1432
1410,x=(82*21+87*19)/40,84.375
1411,x=60*4/3,80
1412,x=42-(42-29)/(1/2),16
1413,x=64/(1+(1/7)),56
1414,x=6.28/3.14,2
1415,x=(2/3)+(4/5),((22)/(15))
1416,x=360/(3/8),960
1417,x=(24000-18600)/270,20
1418,x=980-65*12,200
1419,x=37+42-48,31
1420,x=12/(0.72/3)-3,47
1421,x=(630-450)/(7-3),45
1422,x=1.3+0.7+1.3,3.3
1423,x=72/80%,90
1424,x=10/(1-(1/2)-40%),100
1425,x=39000/(7.5-1),6000
1426,x=23184-7576+23184,38792
1427,x=6*(6/4),9
1428,x=30*(1+(1/10)),33
1429,x=(62-5)*(8/4),114
1430,x=28/(4/5),35
1431,x=6*6*6,216
1432,x=4/(20-4),25%
1433,x=113*2,226
1434,x=3.7*3-36.8/4,1.9
1435,x=1/(2/3),((3)/(2))
1436,x=5*8,40
1437,x=6*4*50,1200
1438,x=480+25*20,980
1439,x=8/(6/3),4
1440,x=10/(260-10),4%
1441,x=4/(8/15),7.5
1442,x=150-60,90
1443,x=1050+1050/1.5,1750
1444,x=5*4*4,80
1445,x=108*(1/6)/(1/5),90
1446,x=63/(1/9),567
1447,x=3600/(25*4),36
1448,x=60*3+(60+10)*4,460
1449,x=128/4,32
1450,x=960-(510+330+120-270+58),212
1451,x=240/6-240/8,10
1452,x=(65+55)*8,960
1453,x=(2/5)*2+(1/8),((37)/(40))
1454,x=(2400*5)/(4*30),100
1455,x=((5/8)+(1/2))/(3/4),1((1)/(2))
1456,x=32*75%/30%-32,48
1457,x=1.5/[(3/4)-(1-(1/3))],18
1458,x=(1/9)*18,2
1459,x=(38+30)*5,340
1460,x=72+34*5,242
1461,x=175/(15+20),5
1462,x=240*(1-(1/4))/(1-(1/3))-240,30
1463,x=138/(1-(1/3)),207
1464,x=60/(140+60),30%
1465,x=0.0625+0.125+0.1875+0.25+0.3125+0.375+0.4375+0.5+0.5625+0.625+0.1250+0.1251+0.1252+0.1253+[[0.1254]],4.0635
1466,x=12*8,96
1467,x=24/(4/5),30
1468,x=1.5/(1-37.5%),2.4
1469,x=(42-28)*120,1680
1470,x=450/((3/7)+(2/7)),630
1471,x=65+360/(20-5),89
1472,x=280*5,1400
1473,x=80/(1-60%),200
1474,x=16/(1/25%-1/45%),9
1475,x=6000-6000/(1+25%),1200
1476,x=2000-12*150,200
1477,x=30*40/25-40,8
1478,x=385-18+385,752
1479,x=(5-1)*8,32
1480,x=3/(1-(1/11)),((33)/(10))
1481,x=12/(7-5)*7,42
1482,x=120/(24/3),15
1483,x=2-2*(1/3)+(1/2),1((5)/(6))
1484,x=37+39+53+63,192
1485,x=730*12,8760
1486,x=45*24,1080
1487,x=1+2+3+4+5+6+7+8+9,45
1488,x=320/2-20/4,155
1489,x=3000/(3000/5+150),4
1490,x=3.14*2^2*2+2*3.14*2*10,150.72
1491,x=(10+53)/(1-20%-(2/7))*20%+10,34.5
1492,x=(1-40%)/(40%/12),18
1493,x=500/(1-40%-40%),2500
1494,x=10*4+3.14*10,71.4
1495,x=(162+138)*14,4200
1496,x=50*12/60,10
1497,x=(30+24)/24,2.25
1498,x=(5.25+0.125+5.75)*8,89
1499,x=50*6/4,75
1500,x=1/(1/2)/(1/3),6
1501,x=952/17+952,1008
1502,x=0.75*4.6*50,172.5
1503,x=120/(3/4),160
1504,x=(380+420)/(1-(3/5)),2000
1505,x=(100-1)/3+7,40
1506,x=18*15/9,30
1507,x=162*14,2268
1508,x=240*(1-(1/8)),210
1509,x=(389+403)/36,22
1510,x=3.14*(2^2-1^2),9.42
1511,x=950/19*159,7950
1512,x=135*(4/5)+18,126
1513,x=60/(5/9)*(1/4),27
1514,x=240*((3/4)+(2/3)-1),100
1515,x=350/(((3)/(1+3))-((1)/(1+5))),600
1516,x=390/(845/13),6
1517,x=(8*1.2+5.4)/5,3
1518,x=15*3+21,66
1519,x=24/(2/3),36
1520,x=120/(3/4),160
1521,x=100-57,43
1522,x=24/(1-(2/5)),40
1523,x=(222*10+1110)/222,15
1524,x=25/(5/8),40
1525,x=900/90%,1000
1526,x=2700*(2/5)*(1/3),360
1527,x=24/4.8*10,50
1528,x=3.95+0.8+3.95,8.7
1529,x=80/(((4)/(4+1))-((2)/(2+3)))*((1)/(4+1)),40
1530,x=37*51+9*26,2121
1531,x=2700/(25+20)*150,9000
1532,x=10.5*(1+40%)+10.5,25.2
1533,x=4*12+3,51
1534,x=(28+16)*2/2,44
1535,x=(5*8/(1/4)-5*8)/(5+(5/2))+8,24
1536,x=1/(3+1),((1)/(4))
1537,x=150/(5/6),180
1538,x=3.14*30*60,5652
1539,x=(11+969)/20,49
1540,x=390*4,1560
1541,x=(850+50)/3,300
1542,x=1600/(1-60%),4000
1543,x=(52-10)/6+1,8
1544,x=3.14*4.5*2*10,282.6
1545,x=550*6+300,3600
1546,x=100*20%/(1/4),80
1547,x=126*((5)/(4+5)),70
1548,x=8*7*6,336
1549,x=360/45,8
1550,x=(3/4)-(3/4)*(2/5)-((3/4)-(3/4)*(2/5))*(2/7),((9)/(28))
1551,x=(262+50)/[(1+40%)*90%-1],1200
1552,x=(400+440)/(1-(2/5))*(2/5),560
1553,x=15+18-28,5
1554,x=225*8-65+225,1960
1555,x=(10-1.2*5)/0.2,20
1556,x=(440-300)/(7-5),70
1557,x=12/3*8,32
1558,x=248-(39+73),136
1559,x=(20-6-7)/20,((7)/(20))
1560,x=4*4-3.14*(4/2)^2,3.44
1561,x=48.2+18.43+13.37,80
1562,x=216/(8*9),3
1563,x=200/40,5
1564,x=1-16/20,((1)/(5))
1565,x=113-28+113,198
1566,x=(240-72)/(48+72),1.4
1567,x=52/4-(6+4),3
1568,x=640/8-30,50
1569,x=72*25,1800
1570,x=136+136+97,369
1571,x=(1350-860)/7,70
1572,x=280*(1-(1/4)-(1/7)),170
1573,x=60*0.8,48
1574,x=(3+2)*6,30
1575,x=31*12+20,392
1576,x=1/(1/5),5
1577,x=56/(30%-28%),2800
1578,x=18/(1/3),54
1579,x=432/6-16,56
1580,x=15/2*8+24/3*6,108
1581,x=(108+96)*12,2448
1582,x=110*2+45*3,355
1583,x=5*6+2,32
1584,x=88-(45.2+32.8),10
1585,x=6/((3/5)+(4/7)-1)*(3/5),21
1586,x=(128-80)/4,12
1587,x=12/(1+(1/5)),10
1588,x=24/(4/7)-24,18
1589,x=7/25%,28
1590,x=50*(1+(1/10)),55
1591,x=27*9+6,249
1592,x=5000/40,125
1593,x=(32*12+6)/15,26
1594,x=8/(1+25%),6.4
1595,x=500/16*9,281.25
1596,x=23*4,92
1597,x=40.470,40.47
1598,x=2854+510*3,4384
1599,x=58.5/(1-(8/21)),94.5
1600,x=3600/(1-20%),4500
1601,x=(12*8*2-12*8)/(8*2),6
1602,x=(75+60)*4.5,607.5
1603,x=(7/8)+(1/4)+(7/8),2
1604,x=70*2/(4+6),14
1605,x=(2/3)/(1/3),2
1606,x=90/(1-(3/5)-(1/3)),1350
1607,x=1/3,((1)/(3))
1608,x=1000*(40%-32%)/(40%+60%),80
1609,x=36*6/4,54
1610,x=2291-25*7,2116
1611,x=25/40,((5)/(8))
1612,x=300*3/6,150
1613,x=(250+300)*2.9,1595
1614,x=1.2/(18.8+1.2),6%
1615,x=40*(1+20%),48
1616,x=(560-480)/8,10
1617,x=5-(6*0.24+4*0.68),0.84
1618,x=31+31,62
1619,x=3500*(1-20%)*(1-20%),2240
1620,x=(10+6-1)*(12+9-1),300
1621,x=456/3-72,80
1622,x=(11.4-2.8*3)/2,1.5
1623,x=460/5/4,23
1624,x=4*(1-(1/4)),3
1625,x=4/(1/3)-4-4/(1/3)*(1/4),5
1626,x=90*20/18,100
1627,x=(3/10),0.3
1628,x=9/(1-(1/4))-9/(1-(1/4))*(5/6),2
1629,x=(40+28)*4+30,302
1630,x=(4100-66)*6/4*7,42357
1631,x=(45*(3/5)-5)/80%,27.5
1632,x=2970/18*40,6600
1633,x=55/((4/7)-((3)/(3+5))),280
